sites.sitename,lat,lon,mean,stand.age,dominant.veg,scientific.name,variable.name,city,state,country,soil.classification,continent,biogeog,FAO.ecozone
Toa Baja experiment station,18.45,-66.16667,48.2,4,2TEN,Casuarina equisetifolia,biomass_ag_C,NAC,Puerto Rico,United States of America,Entisol,North America,Neotropics,Tropical rainforest
Toa Baja experiment station,18.45,-66.16667,22.75,4,2TB,Eucalyptus + Leucaena,biomass_ag_C,NAC,Puerto Rico,United States of America,Entisol,North America,Neotropics,Tropical rainforest
Toa Baja experiment station,18.45,-66.16667,14.1,4,2TB,Eucalyptus + Leucaena,biomass_ag_C,NAC,Puerto Rico,United States of America,Entisol,North America,Neotropics,Tropical rainforest
Toa Baja experiment station,18.45,-66.16667,31.4,4,2TB,Eucalyptus + Leucaena,biomass_ag_C,NAC,Puerto Rico,United States of America,Entisol,North America,Neotropics,Tropical rainforest
Toa Baja experiment station,18.45,-66.16667,29.3,4,2TEB,Eucalyptus robusta,biomass_ag_C,NAC,Puerto Rico,United States of America,Entisol,North America,Neotropics,Tropical rainforest
Toa Baja experiment station,18.45,-66.16667,32.4,4,2TDB,Leucaena leucocephala,biomass_ag_C,NAC,Puerto Rico,United States of America,Entisol,North America,Neotropics,Tropical rainforest
Tomsk 1,58.0,83.0,24.69,25,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 10,58.0,83.0,110.87,76,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 11,58.0,83.0,34.94,60,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 2,58.0,83.0,65.53,49,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 3,58.0,83.0,91.51,70,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 4,58.0,83.0,163.39,122,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 5,58.0,83.0,40.7,37,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 6,58.0,83.0,98.94,65,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 7,58.0,83.0,79.24,80,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 8,58.0,83.0,75.18,31,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tomsk 9,58.0,83.0,103.95,47,2TEN,,biomass_ag_C,NAC,Tomsk,Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Tranquilla,9.333333,-79.83333,117.1,20,2TDB,Tectona grandis,biomass_ag_C,NAC,Colon,Panama,NAC,North America,Neotropics,Tropical rainforest
Triangle site,36.0,-79.0,43.54,15,2TEN,Pinus taeda,biomass_ag_C,Saxapahaw,North Carolina,United States of America,NAC,North America,Nearctic,Subtropical humid forest
Tura,64.2,100.45,11.38,105,2TDN,,biomass_ag_C,Evenkia Autonomous District,Central Siberia,Russia,Gelisol,Asia,Palearctic,Boreal mountain system
Turkey Point-TP39,42.70978,-80.3574,99.91,67,2TEN,Pinus strobus,biomass_ag_C,NAC,Ontario,Canada,Sandy (Brunisolic Gray Brown Luvisols),North America,Nearctic,Temperate continental forest
Turkey Point-TP39,42.70978,-80.3574,126.0,67,2TEN,Pinus strobus,biomass_ag_C,NAC,Ontario,Canada,Sandy (Brunisolic Gray Brown Luvisols),North America,Nearctic,Temperate continental forest
Turkey Point-TP74,42.70681,-80.34831,51.68,32,2TEN,Pinus strobus,biomass_ag_C,NAC,Ontario,Canada,Sandy (Brunisolic Gray Brown Luvisols),North America,Nearctic,Temperate continental forest
Turkey Point-TP74,42.70681,-80.34831,53.0,32,2TEN,Pinus strobus,biomass_ag_C,NAC,Ontario,Canada,Sandy (Brunisolic Gray Brown Luvisols),North America,Nearctic,Temperate continental forest
Turkey Point-TP89,42.77442,-80.45878,40.26,17,2TEN,Pinus strobus,biomass_ag_C,NAC,Ontario,Canada,Sandy (gleyed brunisolic luvisol),North America,Nearctic,Temperate continental forest
Turkey Point-TP89,42.77442,-80.45878,39.0,17,2TEN,Pinus strobus,biomass_ag_C,NAC,Ontario,Canada,Sandy (gleyed brunisolic luvisol),North America,Nearctic,Temperate continental forest
Turkey Point-TP02,42.66094,-80.55952,3.19,4,2TEN,Pinus strobus,biomass_ag_C,NAC,Ontario,Canada,Sandy (Brunisolic Gray Brown Luvisols),North America,Nearctic,Temperate continental forest
Turkey Point-TP02,42.66094,-80.55952,5.0,4,2TEN,Pinus strobus,biomass_ag_C,NAC,Ontario,Canada,Sandy (Brunisolic Gray Brown Luvisols),North America,Nearctic,Temperate continental forest
Ulu Segama FR,4.416667,117.4833,165.0,999,2TEB,,biomass_ag_C,NAC,Sabah,Malaysia,NAC,Asia,IndoMalay,Tropical rainforest
UMBS harvest and fire chronosequence,45.59167,-84.71667,7.8,6,2TDB,,biomass_ag_C,NAC,Michigan,United States of America,NAC,North America,Nearctic,Temperate continental forest
UMBS harvest and fire chronosequence,45.59167,-84.71667,26.3,24,2TDB,,biomass_ag_C,NAC,Michigan,United States of America,NAC,North America,Nearctic,Temperate continental forest
UMBS harvest and fire chronosequence,45.59167,-84.71667,33.2,50,2TDB,,biomass_ag_C,NAC,Michigan,United States of America,NAC,North America,Nearctic,Temperate continental forest
UMBS harvest and fire chronosequence,45.59167,-84.71667,50.1,56,2TDB,,biomass_ag_C,NAC,Michigan,United States of America,NAC,North America,Nearctic,Temperate continental forest
UMBS harvest and fire chronosequence,45.59167,-84.71667,56.1,68,2TDB,,biomass_ag_C,NAC,Michigan,United States of America,NAC,North America,Nearctic,Temperate continental forest
Valles Caldera Mixed Conifer,35.89,-106.53,133.0,NI,2TEN,,biomass_ag_C,NAC,New Mexico,United States of America,NAC,North America,Nearctic,Temperate mountain system
Valles Caldera Ponderosa Pine,35.86,-106.6,76.4,NI,2TEN,,biomass_ag_C,NAC,New Mexico,United States of America,NAC,North America,Nearctic,Temperate mountain system
Vancouver Island DF49,49.86883,-125.3351,105.5,53,2TEN,,biomass_ag_C,NAC,British Columbia,Canada,humo-ferric podzol (Chen 2009),North America,Nearctic,Temperate oceanic forest
Vancouver Island HDF00,49.86697,-125.2788,27.75,2,2TEN,,biomass_ag_C,NAC,British Columbia,Canada,NAC,North America,Nearctic,Temperate oceanic forest
Vancouver Island HDF88,49.53625,-124.902,57.0,14,2TEN,,biomass_ag_C,NAC,British Columbia,Canada,NAC,North America,Nearctic,Temperate oceanic forest
Vielsalm,50.31,6.0,115.92,81,2TREE,,biomass_ag_C,NAC,Luxembourg,Belgium,Cambisol,Europe,Palearctic,Temperate oceanic forest
Virelles,50.07,4.35,56.87,85,2TDB,,biomass_ag_C,NAC,Hainaut,Belgium,NAC,Europe,Palearctic,Temperate oceanic forest
"WACASC,Mt. Rainier NP,AE10",46.768,-121.742,342.4,300,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACASC,Mt. Rainier NP,TO11",46.995,-121.88,349.2,550,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACASC,Mt. Rainier NP,AV06",46.777,-121.783,487.9,750,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACASC,Mt. Rainier NP,AV02",46.823,-121.551,379.6,1000,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACASC,Mt. Rainier NP,AV14",46.96,-121.843,338.9,1200,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACASC,Mt. Rainier NP,AG05",46.748,-121.803,346.9,700,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACASC,Mt. Rainier NP,TO04",46.741,-121.887,378.7,750,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACASC,Mt. Rainier NP,AO03",46.827,-121.551,196.0,1000,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACASC,Mt. Rainier NP,AB08",46.919,-121.538,265.1,500,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACASC,Wind River,MUNA",45.828,-121.989,542.9,470,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACOAST,Olympic Peninsula,HR",47.779,-123.908,406.7,280,2TEN,,biomass_ag_C,Olympic Peninsula,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACOAST,Olympic Peninsula,HR",47.779,-123.908,458.1,280,2TEN,,biomass_ag_C,Olympic Peninsula,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACOAST,Olympic Peninsula,HR",47.779,-123.908,278.0,280,2TEN,,biomass_ag_C,Olympic Peninsula,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACOAST,Olympic Peninsula,HR",47.779,-123.908,293.4,280,2TEN,,biomass_ag_C,Olympic Peninsula,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACOAST,Olympic Peninsula,HS03",47.43,-123.873,331.9,230,2TEN,,biomass_ag_C,Olympic Peninsula,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACOAST,Olympic Peninsula,HS02",47.429,-123.873,313.5,230,2TEN,,biomass_ag_C,Olympic Peninsula,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
"WACOAST,Olympic Peninsula,HS04",47.834,-123.99,368.2,230,2TEN,,biomass_ag_C,Olympic Peninsula,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
Waldo Lake (cool dry),43.5,-122.0,158.0,NI,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Waldstein 2 Picea abies,50.15,11.87,105.0,NI,2TEN,Picea abies,biomass_ag_C,NAC,Bayern,Germany,NAC,Europe,Palearctic,Temperate oceanic forest
Walker Branch,35.95833,-84.2875,57.15,30,2TDB,,biomass_ag_C,Oak Ridge,Tennessee,United States of America,NAC,North America,Nearctic,Temperate mountain system
Walker Branch,35.95833,-84.2875,78.5,59,2TDB,,biomass_ag_C,Oak Ridge,Tennessee,United States of America,NAC,North America,Nearctic,Temperate mountain system
Walker Branch,35.95833,-84.2875,79.05,43,2TDB,,biomass_ag_C,Oak Ridge,Tennessee,United States of America,NAC,North America,Nearctic,Temperate mountain system
Walker Branch,35.95833,-84.2875,98.85,75,2TDB,,biomass_ag_C,Oak Ridge,Tennessee,United States of America,NAC,North America,Nearctic,Temperate mountain system
Walker Branch (WB) Forest,35.95,-84.283,93.4,85,2TDB,,biomass_ag_C,Oak Ridge,Tennessee,United States of America,Ultisol,North America,Nearctic,Temperate mountain system
Walker Branch_2,35.97,-84.28,57.06,33,2TEN,,biomass_ag_C,Oak Ridge,Tennessee,United States of America,NAC,North America,Nearctic,Temperate mountain system
Walker Branch_3,35.97,-84.28,64.81,33,2TDB,,biomass_ag_C,Oak Ridge,Tennessee,United States of America,NAC,North America,Nearctic,Temperate mountain system
Walker Branch_4,35.97,-84.28,51.04,33,2TDB,,biomass_ag_C,Oak Ridge,Tennessee,United States of America,NAC,North America,Nearctic,Temperate mountain system
"Wandashan Populus, Betula",46.8,134.0,55.1,81,2TDB,,biomass_ag_C,Raohe,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Wangtai,26.47,117.95,306.3,80,2TEN,,biomass_ag_C,Nanping,Fujian,China,NAC,Asia,IndoMalay,Subtropical humid forest
Wangtai,26.47,117.95,268.1,80,2TEN,,biomass_ag_C,Nanping,Fujian,China,NAC,Asia,IndoMalay,Subtropical humid forest
Warings Woods,44.6,-123.22,226.17,NI,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate oceanic forest
Washington 1,47.0,-122.67,422.0,NI,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate oceanic forest
Washington 2,46.0,-122.0,278.0,NI,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
Washington Cascades 2 (cool temperate montane),46.8,-121.7,224.0,NI,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
Wayqecha,-13.19,-71.59,86.2,999,2TEB,,biomass_ag_C,NAC,Cusco,Peru,Alfisol,South America,Neotropics,Tropical mountain system
Weidong,52.3,124.7,86.0,100,2TEN,,biomass_ag_C,Tahe,Heilongjiang,China,NAC,Asia,Palearctic,Boreal coniferous forest
Weixi 1,27.45,98.96,119.5,90,2TEN,,biomass_ag_C,Diqing,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Weixi 2,27.53,98.96,65.1,90,2TEN,,biomass_ag_C,Diqing,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Weixi 3,27.53,99.2,139.6,100,2TEN,,biomass_ag_C,Diqing,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Weixi 4,27.36,99.34,121.1,160,2TEN,,biomass_ag_C,Diqing,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Weixi 5,27.1,99.2,112.7,161,2TEN,,biomass_ag_C,Diqing,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Weixi 8,27.1,107.8,120.1,222,2TDB,,biomass_ag_C,Diqing,Yunnan/Guizhou?,China,NAC,Asia,IndoMalay,Subtropical humid forest
Wet-114,50.45,11.45,137.33,116,2TEN,,biomass_ag_C,NAC,Thuringen,Germany,NAC,Europe,Palearctic,Temperate mountain system
Wet-33,50.45,11.45,80.46,38,2TEN,,biomass_ag_C,NAC,Thuringen,Germany,NAC,Europe,Palearctic,Temperate mountain system
Wet-6,50.45,11.45,11.19,9,2TEN,,biomass_ag_C,NAC,Thuringen,Germany,NAC,Europe,Palearctic,Temperate mountain system
Wet-67,50.45,11.45,94.12,73,2TEN,,biomass_ag_C,NAC,Thuringen,Germany,NAC,Europe,Palearctic,Temperate mountain system
Wet-9,50.45,11.45,51.95,15,2TEN,,biomass_ag_C,NAC,Thuringen,Germany,NAC,Europe,Palearctic,Temperate mountain system
Wet-T-57,50.45,11.46,97.97,45,2TEN,,biomass_ag_C,NAC,Thuringen,Germany,NAC,Europe,Palearctic,Temperate mountain system
Wildfire-regenerating Jack Pine Chronosequence 12,44.717,-84.483,2.9,12,2TEN,,biomass_ag_C,NAC,Michigan,United States of America,Entisol,North America,Nearctic,Temperate continental forest
Wildfire-regenerating Jack Pine Chronosequence 14,44.45,-84.267,10.4,14,2TEN,,biomass_ag_C,NAC,Michigan,United States of America,Entisol,North America,Nearctic,Temperate continental forest
Wildfire-regenerating Jack Pine Chronosequence 22,44.6,-84.05,25.1,22,2TEN,,biomass_ag_C,NAC,Michigan,United States of America,Entisol,North America,Nearctic,Temperate continental forest
Wildfire-regenerating Jack Pine Chronosequence 27,44.717,-84.417,24.0,27,2TEN,,biomass_ag_C,NAC,Michigan,United States of America,Entisol,North America,Nearctic,Temperate continental forest
Wildfire-regenerating Jack Pine Chronosequence 36,44.433,-84.233,40.4,36,2TEN,,biomass_ag_C,NAC,Michigan,United States of America,Entisol,North America,Nearctic,Temperate continental forest
Wildfire-regenerating Jack Pine Chronosequence 52,44.55,-84.35,43.5,52,2TEN,,biomass_ag_C,NAC,Michigan,United States of America,Entisol,North America,Nearctic,Temperate continental forest
Wildfire-regenerating Jack Pine Chronosequence 7,44.5,-84.3,0.4,7,2TEN,,biomass_ag_C,NAC,Michigan,United States of America,Entisol,North America,Nearctic,Temperate continental forest
Wildfire-regenerating Jack Pine Chronosequence 72,44.57,-84.4,48.8,72,2TEN,,biomass_ag_C,NAC,Michigan,United States of America,Entisol,North America,Nearctic,Temperate continental forest
Willow Creek (WC)-Chequamegon National Forest,45.783,-90.083,74.9,66,2TDB,,biomass_ag_C,NAC,Wisconsin,United States of America,Spodosol,North America,Nearctic,Temperate continental forest
Wisconsin (cool dry),45.5,-89.33,286.0,NI,2TEN,,biomass_ag_C,NAC,Wisconsin,United States of America,NAC,North America,Nearctic,Temperate continental forest
Wolongwan 1,30.9,103.1,113.5,133,2TEN,,biomass_ag_C,Wenchuan,Sichuan,China,NAC,Asia,Palearctic,Subtropical humid forest
Wolongwan 2,30.9,103.1,45.5,82,2TDB,,biomass_ag_C,Wenchuan,Sichuan,China,NAC,Asia,Palearctic,Subtropical humid forest
Wudaogou,50.2,126.4,60.4,180,2TEN,,biomass_ag_C,NAC,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Xiachayu,28.4,97.0,155.0,144,2TEN,,biomass_ag_C,NAC,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Xianmi,37.27,101.95,61.0,170,2TEN,,biomass_ag_C,NAC,Qinghai,China,NAC,Asia,Palearctic,Temperate mountain system
Xiaojin 1,30.9,102.33,112.9,214,2TEN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Xiaojin 2,30.9,102.3,67.3,164,2TDN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Xiaomohe,43.2,84.6,214.7,115,2TEN,,biomass_ag_C,Gongliu,Xinjiang,China,NAC,Asia,Palearctic,Temperate mountain system
Xiaoshennongjia,31.0,110.3,55.3,87,2TEN,,biomass_ag_C,Badong,Hubei,China,NAC,Asia,Palearctic,Subtropical humid forest
Xiaoxing'anling,49.5,128.4,49.8,85,2TDN,,biomass_ag_C,Xunke,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Xingdoushan,30.3,108.9,136.5,80,2TEN,,biomass_ag_C,Lichuan,Hubei,China,NAC,Asia,Palearctic,Subtropical humid forest
Xingjiangling,33.2,107.5,56.3,98,2TEN,,biomass_ag_C,Yangxian,Shaanxi,China,NAC,Asia,Palearctic,Subtropical mountain system
Xinlong,30.9,100.3,191.2,317,2TEN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Xishuangbanna,21.95,101.025,138.0,999,2TB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,IndoMalay,Tropical mountain system
Xu (1988),52.5,124.5,22.0,100,2TDN,,biomass_ag_C,NAC,Heilongjiang,China,NAC,Asia,Palearctic,Boreal coniferous forest
Xueka,29.9,93.8,112.3,125,2TEN,,biomass_ag_C,Gongbujiangda,"Linzhi,Tibet",China,NAC,Asia,Palearctic,Subtropical mountain system
Y site,44.433,-121.567,9.01,21,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,5.79,21,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,139.05,56,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,57.78,77,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,51.9,77,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,71.77,97,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,19.68,61,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,17.75,30,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,55.18,46,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,60.53,67,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,51.95,57,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,26.41,61,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Y site,44.433,-121.567,7.28,14,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Yajiang,30.0,101.0,86.7,164,2TEN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Yakutsk 1,60.85,128.27,55.0,NI,2TDN,,biomass_ag_C,NAC,Sakha (Yakutia),Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Yakutsk 2,60.85,128.27,18.0,NI,2TDN,,biomass_ag_C,NAC,Sakha (Yakutia),Russia,NAC,Asia,Palearctic,Boreal coniferous forest
Yamashiro Experimental Forest,34.78,135.85,52.18,90,2TM,,biomass_ag_C,NAC,Kyoto,Japan,NAC,Asia,Palearctic,Subtropical humid forest
Yamashiro Experimental Forest,34.78,135.85,52.18,30,2TDB,,biomass_ag_C,NAC,Kyoto,Japan,NAC,Asia,Palearctic,Subtropical humid forest
Yangyu,37.3,101.6,53.0,180,2TEN,,biomass_ag_C,NAC,Qinghai,China,NAC,Asia,Palearctic,Temperate mountain system
Yangyu,37.3,101.6,59.2,206,2TEN,,biomass_ag_C,NAC,Qinghai,China,NAC,Asia,Palearctic,Temperate mountain system
Yangyu,37.3,101.6,139.8,290,2TEN,,biomass_ag_C,NAC,Qinghai,China,NAC,Asia,Palearctic,Temperate mountain system
Yatir,31.347,35.052,14.06,36,2TEN,Pinus halepensis,biomass_ag_C,NAC,Mehoz HaDarom (Southern District),Israel,"Rendzina layer, chalk, limestone",Asia,Palearctic,Tropical desert
Yatir,31.347,35.052,15.04,37,2TEN,Pinus halepensis,biomass_ag_C,NAC,Mehoz HaDarom (Southern District),Israel,"Rendzina layer, chalk, limestone",Asia,Palearctic,Tropical desert
Yatir,31.347,35.052,16.08,38,2TEN,Pinus halepensis,biomass_ag_C,NAC,Mehoz HaDarom (Southern District),Israel,"Rendzina layer, chalk, limestone",Asia,Palearctic,Tropical desert
Yatir,31.347,35.052,17.26,39,2TEN,Pinus halepensis,biomass_ag_C,NAC,Mehoz HaDarom (Southern District),Israel,"Rendzina layer, chalk, limestone",Asia,Palearctic,Tropical desert
Yatir,31.347,35.052,18.69,40,2TEN,Pinus halepensis,biomass_ag_C,NAC,Mehoz HaDarom (Southern District),Israel,"Rendzina layer, chalk, limestone",Asia,Palearctic,Tropical desert
Yatir,31.347,35.052,19.85,41,2TEN,Pinus halepensis,biomass_ag_C,NAC,Mehoz HaDarom (Southern District),Israel,"Rendzina layer, chalk, limestone",Asia,Palearctic,Tropical desert
Yele,28.5,102.1,120.3,220,2TEN,,biomass_ag_C,Mianning,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Yellowstone National Park (YNP),44.6,-110.5,0.76,13,2TEN,,biomass_ag_C,NI ,Wyoming,United States of America,Sandy loam,North America,Nearctic,Temperate mountain system
